00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000000 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009FD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009FC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009FA 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009FA 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000000 00000001 00000002 
00007FFF 000009FA 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009FA 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009FB 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000002 00000001 00000002 
